id_viagem,horario_saida,id_ponto,id_linha
4405  011080490602,06:02:00,109503000015,4405  01
4405  011080490712,07:12:00,109503000015,4405  01
4405  011080490840,08:40:00,109503000015,4405  01
4405  011080491340,13:40:00,109503000015,4405  01
4405  011080491400,14:00:00,109503000015,4405  01
4405  011080491631,16:31:00,109503000015,4405  01
4405  011080491809,18:09:00,109503000015,4405  01
4405  011080492220,22:20:00,109503000015,4405  01
511   011070051225,12:25:00,103536600140,511   01
511   011070051505,15:05:00,103536600140,511   01
511   011070052135,21:35:00,103536600140,511   01
9550  011080400904,09:04:00,111617000759,9550  01
9550  011080401304,13:04:00,111617000759,9550  01
9550  011080401404,14:04:00,111617000759,9550  01
9550  011080401434,14:34:00,111617000759,9550  01
9550  011080402000,20:00:00,111617000759,9550  01
9550  011080402300,23:00:00,111617000759,9550  01
9550  011080402330,23:30:00,111617000759,9550  01
4111  012070410640,06:40:00,101276000001,4111  01
4111  012070411140,11:40:00,101276000001,4111  01
4111  012070411500,15:00:00,101276000001,4111  01
9411  012070190910,09:10:00,108025300178,9411  01
9411  012070191250,12:50:00,108025300178,9411  01
9411  012070191310,13:10:00,108025300178,9411  01
9411  012070191610,16:10:00,108025300178,9411  01
9411  012070192110,21:10:00,108025300178,9411  01
9403  011070250600,06:00:00,102004300211,9403  01
9403  011070251120,11:20:00,102004300211,9403  01
9403  011070251820,18:20:00,102004300211,9403  01
9403  011070252320,23:20:00,102004300211,9403  01
5503A 021070230715,07:15:00,109588100160,5503A 02
5503A 021070230910,09:10:00,109588100160,5503A 02
5503A 021070231112,11:12:00,109588100160,5503A 02
5503A 021070231224,12:24:00,109588100160,5503A 02
5503A 061070161005,10:05:00,109588100160,5503A 06
5503A 061070161148,11:48:00,109588100160,5503A 06
5503A 061070161310,13:10:00,109588100160,5503A 06
5503A 061070161415,14:15:00,109588100160,5503A 06
5503A 061070161600,16:00:00,109588100160,5503A 06
5503A 061070161624,16:24:00,109588100160,5503A 06
5503A 061070161908,19:08:00,109588100160,5503A 06
5503A 061070161945,19:45:00,109588100160,5503A 06
5503A 061070162100,21:00:00,109588100160,5503A 06
901   011080500815,08:15:00,100918800001,901   01
901   011080500954,09:54:00,100918800001,901   01
901   011080501335,13:35:00,100918800001,901   01
901   011080501435,14:35:00,100918800001,901   01
901   011080501620,16:20:00,100918800001,901   01
635   021080180525,05:25:00,110998800036,635   02
635   021080180556,05:56:00,110998800036,635   02
635   021080181715,17:15:00,110998800036,635   02
635   021080182045,20:45:00,110998800036,635   02
635   021080182315,23:15:00,110998800036,635   02
3302A 011080480538,05:38:00,300107700825,3302A 01
3302A 011080480615,06:15:00,300107700825,3302A 01
3302A 011080481335,13:35:00,300107700825,3302A 01
3302A 071080170636,06:36:00,110332000271,3302A 07
9407  031080350652,06:52:00,102813301374,9407  03
9407  031080350856,08:56:00,102813301374,9407  03
9407  031080351420,14:20:00,102813301374,9407  03
9407  031080352125,21:25:00,102813301374,9407  03
9407  011080511050,10:50:00,102813301374,9407  01
9407  011080511800,18:00:00,102813301374,9407  01
9407  011080512225,22:25:00,102813301374,9407  01
3302A 041080191642,16:42:00,300107700825,3302A 04
3302A 041080191712,17:12:00,300107700825,3302A 04
3302A 041080191805,18:05:00,300107700825,3302A 04
3302A 031080470556,05:56:00,300107700825,3302A 03
3302A 031080470655,06:55:00,300107700825,3302A 03
3302A 031080470700,07:00:00,300107700825,3302A 03
3302A 031080471528,15:28:00,300107700825,3302A 03
3302A 031080471605,16:05:00,300107700825,3302A 03
3302A 031080471651,16:51:00,300107700825,3302A 03
3302A 031080471751,17:51:00,300107700825,3302A 03
506   021080070625,06:25:00,103536600140,506   02
506   021080071245,12:45:00,103536600140,506   02
506   011080080715,07:15:00,103536600140,506   01
506   011080080815,08:15:00,103536600140,506   01
506   041080041710,17:10:00,103536600140,506   04
506   031080041815,18:15:00,103536600140,506   03
506   031080042230,22:30:00,103536600140,506   03
406   011070030420,04:20:00,103536600140,406   01
406   011070031505,15:05:00,103536600140,406   01
406   011070031635,16:35:00,103536600140,406   01
406   011070032205,22:05:00,103536600140,406   01
406   011070032235,22:35:00,103536600140,406   01
504   021080012230,22:30:00,101865205600,504   02
504   021010012200,22:00:00,101865205600,504   02
504   011010070530,05:30:00,111564400100,504   01
504   011010070900,09:00:00,111564400100,504   01
504   011010071300,13:00:00,111564400100,504   01
504   011010071330,13:30:00,111564400100,504   01
504   011010071430,14:30:00,111564400100,504   01
504   011010071530,15:30:00,111564400100,504   01
504   011010072030,20:30:00,111564400100,504   01
503   021080012330,23:30:00,101865205600,503   02
503   011010070700,07:00:00,111564400100,503   01
503   011010070730,07:30:00,111564400100,503   01
503   011010070830,08:30:00,111564400100,503   01
503   011010071300,13:00:00,111564400100,503   01
503   011010071530,15:30:00,111564400100,503   01
503   011010071800,18:00:00,111564400100,503   01
9412  111080470613,06:13:00,112884500155,9412  11
9412  111080470639,06:39:00,112884500155,9412  11
9412  111080470726,07:26:00,112884500155,9412  11
9412  111080470917,09:17:00,112884500155,9412  11
9412  111080470936,09:36:00,112884500155,9412  11
9412  111080471010,10:10:00,112884500155,9412  11
9412  111080471205,12:05:00,112884500155,9412  11
9412  111080471730,17:30:00,112884500155,9412  11
9412  111080471846,18:46:00,112884500155,9412  11
9412  111080471906,19:06:00,112884500155,9412  11
9412  121010140850,08:50:00,112884500155,9412  12
305   031080590844,08:44:00,130311900120,305   03
305   031080591310,13:10:00,130311900120,305   03
305   031080591330,13:30:00,130311900120,305   03
305   031080591410,14:10:00,130311900120,305   03
305   031080591450,14:50:00,130311900120,305   03
305   031080591700,17:00:00,130311900120,305   03
305   041080320705,07:05:00,130311900120,305   04
9412  111070180915,09:15:00,112884500155,9412  11
9412  111070181025,10:25:00,112884500155,9412  11
9412  111070181515,15:15:00,112884500155,9412  11
9412  111070181840,18:40:00,112884500155,9412  11
305   011080550744,07:44:00,130311900120,305   01
305   011080552045,20:45:00,130311900120,305   01
305   011080552215,22:15:00,130311900120,305   01
609   031080141218,12:18:00,112845400545,609   03
609   031080141240,12:40:00,112845400545,609   03
83D   011070070616,06:16:00,101865205600,83D   01
83D   011070070702,07:02:00,101865205600,83D   01
83D   011070070732,07:32:00,101865205600,83D   01
83D   011070070830,08:30:00,101865205600,83D   01
83D   011070070836,08:36:00,101865205600,83D   01
83D   011070070900,09:00:00,101865205600,83D   01
83D   011070070936,09:36:00,101865205600,83D   01
83D   011070070948,09:48:00,101865205600,83D   01
83D   011070071210,12:10:00,101865205600,83D   01
83D   011070071342,13:42:00,101865205600,83D   01
83D   011070071451,14:51:00,101865205600,83D   01
83D   011070071656,16:56:00,101865205600,83D   01
83D   011070071738,17:38:00,101865205600,83D   01
83D   011070071838,18:38:00,101865205600,83D   01
83D   011070071930,19:30:00,101865205600,83D   01
815   011010060510,05:10:00,101865205600,815   01
815   011010060700,07:00:00,101865205600,815   01
815   011010060720,07:20:00,101865205600,815   01
815   011010060740,07:40:00,101865205600,815   01
815   011010060940,09:40:00,101865205600,815   01
815   011010061440,14:40:00,101865205600,815   01
815   011010061600,16:00:00,101865205600,815   01
815   011010061650,16:50:00,101865205600,815   01
815   011010061835,18:35:00,101865205600,815   01
643   011080130636,06:36:00,107096101016,643   01
643   011080130703,07:03:00,107096101016,643   01
643   011080130800,08:00:00,107096101016,643   01
643   011080131115,11:15:00,107096101016,643   01
643   011080131330,13:30:00,107096101016,643   01
643   011080131750,17:50:00,107096101016,643   01
643   011080131811,18:11:00,107096101016,643   01
620   011080130500,05:00:00,106893400065,620   01
620   011080130540,05:40:00,106893400065,620   01
620   011080130610,06:10:00,106893400065,620   01
620   011080130637,06:37:00,106893400065,620   01
620   011080130703,07:03:00,106893400065,620   01
620   011080130945,09:45:00,106893400065,620   01
620   011080131045,10:45:00,106893400065,620   01
620   011080131140,11:40:00,106893400065,620   01
620   011080131335,13:35:00,106893400065,620   01
620   011080131805,18:05:00,106893400065,620   01
620   011080131832,18:32:00,106893400065,620   01
620   011080131855,18:55:00,106893400065,620   01
620   011080131940,19:40:00,106893400065,620   01
2034  011070040600,06:00:00,112683700030,2034  01
2034  011070040640,06:40:00,112683700030,2034  01
2034  011070040720,07:20:00,112683700030,2034  01
2034  011070041140,11:40:00,112683700030,2034  01
2034  011070041220,12:20:00,112683700030,2034  01
2034  011070041330,13:30:00,112683700030,2034  01
2034  011070041800,18:00:00,112683700030,2034  01
2034  011070042000,20:00:00,112683700030,2034  01
2034  011070042100,21:00:00,112683700030,2034  01
2034  011070042300,23:00:00,112683700030,2034  01
204   011070070620,06:20:00,100017000170,204   01
204   011070070840,08:40:00,100017000170,204   01
204   011070070900,09:00:00,100017000170,204   01
204   011070071200,12:00:00,100017000170,204   01
204   011070071330,13:30:00,100017000170,204   01
204   011070071600,16:00:00,100017000170,204   01
204   011070071630,16:30:00,100017000170,204   01
204   011070071830,18:30:00,100017000170,204   01
204   011070072000,20:00:00,100017000170,204   01
204   011070072100,21:00:00,100017000170,204   01
303   011070190500,05:00:00,130311900120,303   01
303   011070190930,09:30:00,130311900120,303   01
303   011070191600,16:00:00,130311900120,303   01
303   011070191700,17:00:00,130311900120,303   01
303   011070192100,21:00:00,130311900120,303   01
303   011070192230,22:30:00,130311900120,303   01
303   011070192350,23:50:00,130311900120,303   01
3053  021070020600,06:00:00,100980200007,3053  02
3053  021070020700,07:00:00,100980200007,3053  02
3053  021070021040,10:40:00,100980200007,3053  02
3053  021070021115,11:15:00,100980200007,3053  02
3053  021070021230,12:30:00,100980200007,3053  02
3053  021070021320,13:20:00,100980200007,3053  02
3053  021070021540,15:40:00,100980200007,3053  02
3053  021070021800,18:00:00,100980200007,3053  02
3053  021070022020,20:20:00,100980200007,3053  02
823   011070100605,06:05:00,101865205600,823   01
823   011070101605,16:05:00,101865205600,823   01
823   011070101635,16:35:00,101865205600,823   01
739   041010012030,20:30:00,130053200385,739   04
719   011070020640,06:40:00,110107500020,719   01
719   011070020730,07:30:00,110107500020,719   01
719   011070020900,09:00:00,110107500020,719   01
719   011070021300,13:00:00,110107500020,719   01
719   011070021400,14:00:00,110107500020,719   01
719   011070021440,14:40:00,110107500020,719   01
719   011070021600,16:00:00,110107500020,719   01
719   011070021700,17:00:00,110107500020,719   01
4410  011070050830,08:30:00,107104000671,4410  01
4410  011070051010,10:10:00,107104000671,4410  01
4410  011070051110,11:10:00,107104000671,4410  01
4410  011070051130,11:30:00,107104000671,4410  01
4410  011070051440,14:40:00,107104000671,4410  01
4410  011070051710,17:10:00,107104000671,4410  01
4410  011070051910,19:10:00,107104000671,4410  01
3302B 021070131025,10:25:00,600001100044,3302B 02
3302B 011070171700,17:00:00,600001100057,3302B 01
3302A 031070200702,07:02:00,300107700825,3302A 03
3302A 031070200722,07:22:00,300107700825,3302A 03
3302A 031070201002,10:02:00,300107700825,3302A 03
3302A 031070201050,10:50:00,300107700825,3302A 03
3302A 031070201156,11:56:00,300107700825,3302A 03
3302A 031070201431,14:31:00,300107700825,3302A 03
3302A 031070201717,17:17:00,300107700825,3302A 03
3302A 031070201850,18:50:00,300107700825,3302A 03
3302A 011070140951,09:51:00,300107700825,3302A 01
3302A 011070141727,17:27:00,300107700825,3302A 01
3302A 011070141907,19:07:00,300107700825,3302A 01
305   021080130005,00:05:00,130311900120,305   02
305   021080130330,03:30:00,130311900120,305   02
5502C 011080470708,07:08:00,108970900519,5502C 01
5502C 011080471402,14:02:00,108970900519,5502C 01
5502C 011080471502,15:02:00,108970900519,5502C 01
5502C 011080471816,18:16:00,108970900519,5502C 01
5502C 011080471851,18:51:00,108970900519,5502C 01
5502C 011080472140,21:40:00,108970900519,5502C 01
52    011080120616,06:16:00,105481603700,52    01
52    011080120643,06:43:00,105481603700,52    01
52    011080121115,11:15:00,105481603700,52    01
52    011080121155,11:55:00,105481603700,52    01
52    011080121530,15:30:00,105481603700,52    01
52    011080121736,17:36:00,105481603700,52    01
52    011080121845,18:45:00,105481603700,52    01
52    011080122120,21:20:00,105481603700,52    01
52    011080122220,22:20:00,105481603700,52    01
51    051080041209,12:09:00,105481603700,51    05
51    051080041527,15:27:00,105481603700,51    05
51    051080041545,15:45:00,105481603700,51    05
51    051080041651,16:51:00,105481603700,51    05
619   031080100548,05:48:00,102929300284,619   03
619   031080101035,10:35:00,102929300284,619   03
619   031080101135,11:35:00,102929300284,619   03
619   011080110554,05:54:00,102929300284,619   01
619   011080110628,06:28:00,102929300284,619   01
619   011080110637,06:37:00,102929300284,619   01
619   011080110644,06:44:00,102929300284,619   01
619   011080110648,06:48:00,102929300284,619   01
619   011080110705,07:05:00,102929300284,619   01
619   011080111007,10:07:00,102929300284,619   01
619   011080111330,13:30:00,102929300284,619   01
619   011080111407,14:07:00,102929300284,619   01
619   011080111434,14:34:00,102929300284,619   01
619   011080111502,15:02:00,102929300284,619   01
82    011080150910,09:10:00,101865205600,82    01
82    011080151021,10:21:00,101865205600,82    01
82    011080151059,10:59:00,101865205600,82    01
82    011080151200,12:00:00,101865205600,82    01
82    011080151245,12:45:00,101865205600,82    01
82    011080151430,14:30:00,101865205600,82    01
82    011080151618,16:18:00,101865205600,82    01
82    011080151805,18:05:00,101865205600,82    01
82    011080151905,19:05:00,101865205600,82    01
82    011080152305,23:05:00,101865205600,82    01
208   011070030620,06:20:00,100980200007,208   01
208   011070030840,08:40:00,100980200007,208   01
208   011070031140,11:40:00,100980200007,208   01
208   011070032100,21:00:00,100980200007,208   01
8501  012010201505,15:05:00,101896800050,8501  01
8501  012010201635,16:35:00,101896800050,8501  01
8501  012010201935,19:35:00,101896800050,8501  01
814   021010090605,06:05:00,101865205600,814   02
814   021010090935,09:35:00,101865205600,814   02
814   021010091700,17:00:00,101865205600,814   02
814   021010092220,22:20:00,101865205600,814   02
814   021010092320,23:20:00,101865205600,814   02
814   011070090750,07:50:00,101865205600,814   01
814   011070092020,20:20:00,101865205600,814   01
9402  012070160700,07:00:00,102832200300,9402  01
9402  012070160740,07:40:00,102832200300,9402  01
9402  012070160820,08:20:00,102832200300,9402  01
9402  012070161120,11:20:00,102832200300,9402  01
9402  012070161140,11:40:00,102832200300,9402  01
9402  012080190800,08:00:00,102832200300,9402  01
9402  012080190930,09:30:00,102832200300,9402  01
9402  012080191700,17:00:00,102832200300,9402  01
9402  012080192010,20:10:00,102832200300,9402  01
4032  011080400220,02:20:00,103538100125,4032  01
4032  011080400600,06:00:00,103538100125,4032  01
4032  011080400645,06:45:00,103538100125,4032  01
4032  011080400721,07:21:00,103538100125,4032  01
4032  011080400745,07:45:00,103538100125,4032  01
4032  011080400755,07:55:00,103538100125,4032  01
4032  011080400825,08:25:00,103538100125,4032  01
4032  011080400945,09:45:00,103538100125,4032  01
4032  011080401105,11:05:00,103538100125,4032  01
4032  011080401240,12:40:00,103538100125,4032  01
4032  011080401516,15:16:00,103538100125,4032  01
4032  011080401710,17:10:00,103538100125,4032  01
4032  011080401820,18:20:00,103538100125,4032  01
9202  041010211038,10:38:00,100053300023,9202  04
9202  041010211140,11:40:00,100053300023,9202  04
9202  041010211515,15:15:00,100053300023,9202  04
9202  041010211645,16:45:00,100053300023,9202  04
9202  031010191745,17:45:00,100053300023,9202  03
9202  031010191840,18:40:00,100053300023,9202  03
4033  011070111430,14:30:00,105152800122,4033  01
4033  011070111530,15:30:00,105152800122,4033  01
4033  011070112030,20:30:00,105152800122,4033  01
4033  011070112200,22:00:00,105152800122,4033  01
4033  011070112300,23:00:00,105152800122,4033  01
4033  031010010715,07:15:00,105152800122,4033  03
4033  031010011315,13:15:00,105152800122,4033  03
4033  031010011815,18:15:00,105152800122,4033  03
4033  011010060845,08:45:00,105152800122,4033  01
4033  011010061345,13:45:00,105152800122,4033  01
314   011070251140,11:40:00,130311900120,314   01
314   011070251220,12:20:00,130311900120,314   01
314   011070251500,15:00:00,130311900120,314   01
314   011070251630,16:30:00,130311900120,314   01
314   011070252240,22:40:00,130311900120,314   01
738   011070050920,09:20:00,111339000257,738   01
738   011070051528,15:28:00,111339000257,738   01
738   011070051544,15:44:00,111339000257,738   01
738   011070051600,16:00:00,111339000257,738   01
738   011070051648,16:48:00,111339000257,738   01
738   011070051800,18:00:00,111339000257,738   01
738   011070051900,19:00:00,111339000257,738   01
718   011070050630,06:30:00,106811100039,718   01
718   011070051210,12:10:00,106811100039,718   01
5201  032070130845,08:45:00,108972400279,5201  03
5201  032070131100,11:00:00,108972400279,5201  03
5201  032070131115,11:15:00,108972400279,5201  03
5201  032070131143,11:43:00,108972400279,5201  03
5201  032070131355,13:55:00,108972400279,5201  03
5201  032070131555,15:55:00,108972400279,5201  03
5201  032010080930,09:30:00,108972400279,5201  03
5201  032010081200,12:00:00,108972400279,5201  03
5201  032010081330,13:30:00,108972400279,5201  03
5201  032010081600,16:00:00,108972400279,5201  03
713   011080391440,14:40:00,101865205600,713   01
713   011080391640,16:40:00,101865205600,713   01
713   011080391715,17:15:00,101865205600,713   01
713   011080391842,18:42:00,101865205600,713   01
713   011080391936,19:36:00,101865205600,713   01
713   011080392045,20:45:00,101865205600,713   01
8102  011080430642,06:42:00,106583500151,8102  01
8102  011080430756,07:56:00,106583500151,8102  01
8102  011080430812,08:12:00,106583500151,8102  01
8102  011080431620,16:20:00,106583500151,8102  01
8102  011080431700,17:00:00,106583500151,8102  01
8102  011080432000,20:00:00,106583500151,8102  01
8102  011080432030,20:30:00,106583500151,8102  01
8102  011080432100,21:00:00,106583500151,8102  01
9250  061080040716,07:16:00,111617000759,9250  06
8203  072080151105,11:05:00,109113003015,8203  07
8203  072080151520,15:20:00,109113003015,8203  07
8203  072080151833,18:33:00,109113003015,8203  07
8203  072080151943,19:43:00,109113003015,8203  07
101   011010100845,08:45:00,111652000342,101   01
101   011010100935,09:35:00,111652000342,101   01
101   011070130640,06:40:00,111652000342,101   01
101   011070130820,08:20:00,111652000342,101   01
101   011080221038,10:38:00,111652000342,101   01
101   011080221154,11:54:00,111652000342,101   01
101   011080221345,13:45:00,111652000342,101   01
101   011080221640,16:40:00,111652000342,101   01
101   011080221720,17:20:00,111652000342,101   01
101   011080222030,20:30:00,111652000342,101   01
101   011080222200,22:00:00,111652000342,101   01
SC04B 011080420520,05:20:00,102966901035,SC04B 01
SC04B 011080420626,06:26:00,102966901035,SC04B 01
SC04B 011080420737,07:37:00,102966901035,SC04B 01
SC04B 011080420842,08:42:00,102966901035,SC04B 01
SC04B 011080420851,08:51:00,102966901035,SC04B 01
SC04B 011080421005,10:05:00,102966901035,SC04B 01
SC04B 011080421025,10:25:00,102966901035,SC04B 01
SC04B 011080421415,14:15:00,102966901035,SC04B 01
SC04B 011080421440,14:40:00,102966901035,SC04B 01
SC04B 011080421650,16:50:00,102966901035,SC04B 01
SC04B 011080421750,17:50:00,102966901035,SC04B 01
9208  012080570620,06:20:00,111293600038,9208  01
9208  012080571200,12:00:00,111293600038,9208  01
9208  012080571645,16:45:00,111293600038,9208  01
9208  012080571800,18:00:00,111293600038,9208  01
9208  021080362035,20:35:00,111970500156,9208  02
9208  021080362205,22:05:00,111970500156,9208  02
3502  012070130650,06:50:00,108207200215,3502  01
3502  012070130710,07:10:00,108207200215,3502  01
3502  012070130810,08:10:00,108207200215,3502  01
3502  012070131110,11:10:00,108207200215,3502  01
3502  012070131150,11:50:00,108207200215,3502  01
3502  012070131310,13:10:00,108207200215,3502  01
3502  012070131910,19:10:00,108207200215,3502  01
3502  012070131940,19:40:00,108207200215,3502  01
3502  012070132040,20:40:00,108207200215,3502  01
3502  012070132110,21:10:00,108207200215,3502  01
52    011070060520,05:20:00,105481603700,52    01
52    011070060530,05:30:00,105481603700,52    01
52    011070060550,05:50:00,105481603700,52    01
52    011070060805,08:05:00,105481603700,52    01
52    011070061505,15:05:00,105481603700,52    01
52    011070061945,19:45:00,105481603700,52    01
50    011070070641,06:41:00,105481603700,50    01
50    011070070840,08:40:00,105481603700,50    01
50    011070070846,08:46:00,105481603700,50    01
50    011070070919,09:19:00,105481603700,50    01
50    011070070945,09:45:00,105481603700,50    01
50    011070071018,10:18:00,105481603700,50    01
50    011070071026,10:26:00,105481603700,50    01
50    011070071047,10:47:00,105481603700,50    01
50    011070071130,11:30:00,105481603700,50    01
50    011070071140,11:40:00,105481603700,50    01
50    011070071207,12:07:00,105481603700,50    01
50    011070071325,13:25:00,105481603700,50    01
50    011070071338,13:38:00,105481603700,50    01
50    011070071347,13:47:00,105481603700,50    01
50    011070071536,15:36:00,105481603700,50    01
50    011070071625,16:25:00,105481603700,50    01
50    011070071710,17:10:00,105481603700,50    01
50    011070071817,18:17:00,105481603700,50    01
50    011070071947,19:47:00,105481603700,50    01
50    011070071955,19:55:00,105481603700,50    01
50    011070072005,20:05:00,105481603700,50    01
9404  011080371530,15:30:00,130154300049,9404  01
9404  011080372200,22:00:00,130154300049,9404  01
327   011070180910,09:10:00,100980200007,327   01
327   011070181230,12:30:00,100980200007,327   01
327   011070181825,18:25:00,100980200007,327   01
327   011070181950,19:50:00,100980200007,327   01
325   011070130600,06:00:00,100980200007,325   01
325   011070130620,06:20:00,100980200007,325   01
325   011070130820,08:20:00,100980200007,325   01
325   011070131140,11:40:00,100980200007,325   01
325   011070131600,16:00:00,100980200007,325   01
325   011070131830,18:30:00,100980200007,325   01
325   011070131930,19:30:00,100980200007,325   01
325   011070132345,23:45:00,100980200007,325   01
318   081070051315,13:15:00,100980200007,318   08
318   051070160840,08:40:00,100980200007,318   05
318   051070161120,11:20:00,100980200007,318   05
318   051070161515,15:15:00,100980200007,318   05
318   051070161808,18:08:00,100980200007,318   05
318   051070162220,22:20:00,100980200007,318   05
315   011070120530,05:30:00,100980200007,315   01
315   011070120820,08:20:00,100980200007,315   01
315   011070121330,13:30:00,100980200007,315   01
315   011070121600,16:00:00,100980200007,315   01
315   011070122130,21:30:00,100980200007,315   01
313   011070240440,04:40:00,130311900120,313   01
313   011070241010,10:10:00,130311900120,313   01
313   011070241040,10:40:00,130311900120,313   01
313   011070241110,11:10:00,130311900120,313   01
313   011070242200,22:00:00,130311900120,313   01
313   011070242300,23:00:00,130311900120,313   01
313   011070242330,23:30:00,130311900120,313   01
310   011070192100,21:00:00,130311900120,310   01
308   011070220510,05:10:00,100980200007,308   01
308   011070220610,06:10:00,100980200007,308   01
308   011070221930,19:30:00,100980200007,308   01
304   011070140450,04:50:00,130311900120,304   01
304   011070140930,09:30:00,130311900120,304   01
304   011070141200,12:00:00,130311900120,304   01
304   011070141325,13:25:00,130311900120,304   01
304   011070141410,14:10:00,130311900120,304   01
304   011070141540,15:40:00,130311900120,304   01
304   011070141610,16:10:00,130311900120,304   01
304   011070142010,20:10:00,130311900120,304   01
304   011070142110,21:10:00,130311900120,304   01
304   011070142310,23:10:00,130311900120,304   01
807   011070200445,04:45:00,101865205600,807   01
807   011070201040,10:40:00,101865205600,807   01
807   011070201110,11:10:00,101865205600,807   01
807   011070201525,15:25:00,101865205600,807   01
807   011070201755,17:55:00,101865205600,807   01
807   011070201855,18:55:00,101865205600,807   01
807   011070202055,20:55:00,101865205600,807   01
705   011070140020,00:20:00,101865205600,705   01
705   011070140550,05:50:00,101865205600,705   01
705   011070140930,09:30:00,101865205600,705   01
705   011070141130,11:30:00,101865205600,705   01
705   011070141300,13:00:00,101865205600,705   01
705   011070141600,16:00:00,101865205600,705   01
705   011070142120,21:20:00,101865205600,705   01
810   011070200010,00:10:00,101865205600,810   01
810   011070201000,10:00:00,101865205600,810   01
810   011070201030,10:30:00,101865205600,810   01
810   011070201220,12:20:00,101865205600,810   01
810   011070201530,15:30:00,101865205600,810   01
810   011070201930,19:30:00,101865205600,810   01
9103  011070210530,05:30:00,106601500130,9103  01
9103  011070210700,07:00:00,106601500130,9103  01
9103  011070210740,07:40:00,106601500130,9103  01
9103  011070211100,11:00:00,106601500130,9103  01
9103  011070211220,12:20:00,106601500130,9103  01
9103  011070212000,20:00:00,106601500130,9103  01
9103  011070212030,20:30:00,106601500130,9103  01
9103  011070212100,21:00:00,106601500130,9103  01
808   011070220840,08:40:00,101865205600,808   01
808   011070221030,10:30:00,101865205600,808   01
808   011070221940,19:40:00,101865205600,808   01
808   011070222240,22:40:00,101865205600,808   01
8106  012070221240,12:40:00,101438700550,8106  01
8106  012070221300,13:00:00,101438700550,8106  01
8106  012070221600,16:00:00,101438700550,8106  01
8106  012070221800,18:00:00,101438700550,8106  01
8350  022070090510,05:10:00,100980200007,8350  02
8350  022070090700,07:00:00,100980200007,8350  02
8350  022070090736,07:36:00,100980200007,8350  02
8350  022070091130,11:30:00,100980200007,8350  02
8350  022070091145,11:45:00,100980200007,8350  02
8350  022070091500,15:00:00,100980200007,8350  02
8350  022070091700,17:00:00,100980200007,8350  02
8350  022070091836,18:36:00,100980200007,8350  02
8350  022070091935,19:35:00,100980200007,8350  02
8350  022070092155,21:55:00,100980200007,8350  02
8350  022070092215,22:15:00,100980200007,8350  02
8350  022070092235,22:35:00,100980200007,8350  02
8350  022070092315,23:15:00,100980200007,8350  02
901   031070120945,09:45:00,100918800001,901   03
901   031070121015,10:15:00,100918800001,901   03
901   031070121155,11:55:00,100918800001,901   03
901   031070121345,13:45:00,100918800001,901   03
901   031070122315,23:15:00,100918800001,901   03
616   042080020515,05:15:00,105481603700,616   04
808   011080570630,06:30:00,101865205600,808   01
808   011080570700,07:00:00,101865205600,808   01
808   011080570750,07:50:00,101865205600,808   01
808   011080570805,08:05:00,101865205600,808   01
808   011080570910,09:10:00,101865205600,808   01
808   011080571701,17:01:00,101865205600,808   01
808   011080571908,19:08:00,101865205600,808   01
808   011080572140,21:40:00,101865205600,808   01
808   071080231528,15:28:00,101865205600,808   07
808   071080231940,19:40:00,101865205600,808   07
8103  021080430547,05:47:00,103013200572,8103  02
8103  021080430633,06:33:00,103013200572,8103  02
8103  021080430651,06:51:00,103013200572,8103  02
8103  021080430731,07:31:00,103013200572,8103  02
8103  021080430741,07:41:00,103013200572,8103  02
8103  021080430948,09:48:00,103013200572,8103  02
8103  021080431239,12:39:00,103013200572,8103  02
8103  021080431330,13:30:00,103013200572,8103  02
8103  021080431700,17:00:00,103013200572,8103  02
8103  021080432005,20:05:00,103013200572,8103  02
8103  012080450640,06:40:00,104038900495,8103  01
8103  012080450800,08:00:00,104038900495,8103  01
8103  012080451034,10:34:00,104038900495,8103  01
8103  012080451053,10:53:00,104038900495,8103  01
8103  012080451317,13:17:00,104038900495,8103  01
8103  012080451500,15:00:00,104038900495,8103  01
8103  012080451617,16:17:00,104038900495,8103  01
8103  012080451635,16:35:00,104038900495,8103  01
8103  012080451703,17:03:00,104038900495,8103  01
8103  012080451710,17:10:00,104038900495,8103  01
8103  012080451724,17:24:00,104038900495,8103  01
8103  012080452055,20:55:00,104038900495,8103  01
8103  012080452155,21:55:00,104038900495,8103  01
8103  012080452255,22:55:00,104038900495,8103  01
627   061010081500,15:00:00,107042600140,627   06
627   061010081630,16:30:00,107042600140,627   06
627   061010082028,20:28:00,107042600140,627   06
8106  012080540050,00:50:00,101438700550,8106  01
8106  012080541633,16:33:00,101438700550,8106  01
8106  012080541646,16:46:00,101438700550,8106  01
8106  012080541716,17:16:00,101438700550,8106  01
8106  012080541739,17:39:00,101438700550,8106  01
8106  012080541940,19:40:00,101438700550,8106  01
903   011080010930,09:30:00,108810000200,903   01
903   011080011430,14:30:00,108810000200,903   01
903   011080011530,15:30:00,108810000200,903   01
9034  011070010750,07:50:00,108699700200,9034  01
9034  011070010810,08:10:00,108699700200,9034  01
9034  011070010910,09:10:00,108699700200,9034  01
9034  011070012110,21:10:00,108699700200,9034  01
9034  021010011430,14:30:00,108699700200,9034  02
9034  021010011500,15:00:00,108699700200,9034  02
9034  021010011700,17:00:00,108699700200,9034  02
9034  011010012100,21:00:00,108699700200,9034  01
9034  011010012130,21:30:00,108699700200,9034  01
